"DATETIME","COUNT","DOW","HOUR","DAY"
2013-02-27 02:00:00,9,"Wednesday",2,27
2013-02-27 03:00:00,7,"Wednesday",3,27
2013-02-27 04:00:00,5,"Wednesday",4,27
2013-02-27 05:00:00,3,"Wednesday",5,27
2013-02-27 06:00:00,5,"Wednesday",6,27
2013-02-27 07:00:00,8,"Wednesday",7,27
2013-02-27 08:00:00,10,"Wednesday",8,27
2013-02-27 09:00:00,11,"Wednesday",9,27
2013-02-27 10:00:00,9,"Wednesday",10,27
2013-02-27 11:00:00,14,"Wednesday",11,27
2013-02-27 12:00:00,15,"Wednesday",12,27
2013-02-27 13:00:00,22,"Wednesday",13,27
2013-02-27 14:00:00,22,"Wednesday",14,27
2013-02-27 15:00:00,20,"Wednesday",15,27
2013-02-27 16:00:00,12,"Wednesday",16,27
2013-02-27 17:00:00,10,"Wednesday",17,27
2013-02-27 18:00:00,10,"Wednesday",18,27
2013-02-27 19:00:00,8,"Wednesday",19,27
2013-02-27 20:00:00,10,"Wednesday",20,27
2013-02-27 21:00:00,7,"Wednesday",21,27
2013-02-27 22:00:00,4,"Wednesday",22,27
2013-02-27 23:00:00,6,"Wednesday",23,27
2013-02-28 00:00:00,8,"Thursday",0,28
2013-02-28 01:00:00,13,"Thursday",1,28
2013-02-28 02:00:00,8,"Thursday",2,28
2013-02-28 03:00:00,6,"Thursday",3,28
2013-02-28 04:00:00,2,"Thursday",4,28
2013-02-28 05:00:00,1,"Thursday",5,28
2013-02-28 06:00:00,1,"Thursday",6,28
2013-02-28 07:00:00,1,"Thursday",7,28
2013-02-28 08:00:00,3,"Thursday",8,28
2013-02-28 09:00:00,4,"Thursday",9,28
2013-02-28 10:00:00,6,"Thursday",10,28
2013-02-28 11:00:00,10,"Thursday",11,28
2013-02-28 12:00:00,10,"Thursday",12,28
2013-02-28 13:00:00,8,"Thursday",13,28
2013-02-28 14:00:00,9,"Thursday",14,28
2013-02-28 15:00:00,12,"Thursday",15,28
2013-02-28 16:00:00,9,"Thursday",16,28
2013-02-28 17:00:00,11,"Thursday",17,28
2013-02-28 18:00:00,15,"Thursday",18,28
2013-02-28 19:00:00,15,"Thursday",19,28
2013-02-28 20:00:00,11,"Thursday",20,28
2013-02-28 21:00:00,10,"Thursday",21,28
2013-02-28 22:00:00,9,"Thursday",22,28
2013-02-28 23:00:00,7,"Thursday",23,28
2013-03-01 00:00:00,2,"Friday",0,1
2013-03-01 01:00:00,3,"Friday",1,1
2013-03-01 02:00:00,6,"Friday",2,1
2013-03-01 03:00:00,2,"Friday",3,1
2013-03-01 04:00:00,3,"Friday",4,1
2013-03-01 05:00:00,2,"Friday",5,1
2013-03-01 06:00:00,1,"Friday",6,1
2013-03-01 07:00:00,1,"Friday",7,1
2013-03-01 08:00:00,1,"Friday",8,1
2013-03-01 09:00:00,2,"Friday",9,1
2013-03-01 10:00:00,3,"Friday",10,1
2013-03-01 11:00:00,5,"Friday",11,1
2013-03-01 12:00:00,9,"Friday",12,1
2013-03-01 13:00:00,5,"Friday",13,1
2013-03-01 14:00:00,9,"Friday",14,1
2013-03-01 15:00:00,10,"Friday",15,1
2013-03-01 16:00:00,11,"Friday",16,1
2013-03-01 17:00:00,14,"Friday",17,1
2013-03-01 18:00:00,13,"Friday",18,1
2013-03-01 19:00:00,14,"Friday",19,1
2013-03-01 20:00:00,9,"Friday",20,1
2013-03-01 21:00:00,4,"Friday",21,1
2013-03-01 22:00:00,9,"Friday",22,1
2013-03-01 23:00:00,6,"Friday",23,1
2013-03-02 00:00:00,11,"Saturday",0,2
2013-03-02 01:00:00,7,"Saturday",1,2
2013-03-02 02:00:00,2,"Saturday",2,2
2013-03-02 03:00:00,3,"Saturday",3,2
2013-03-02 04:00:00,3,"Saturday",4,2
2013-03-02 05:00:00,4,"Saturday",5,2
2013-03-02 06:00:00,2,"Saturday",6,2
2013-03-02 07:00:00,6,"Saturday",7,2
2013-03-02 08:00:00,7,"Saturday",8,2
2013-03-02 09:00:00,7,"Saturday",9,2
2013-03-02 10:00:00,8,"Saturday",10,2
2013-03-02 11:00:00,14,"Saturday",11,2
2013-03-02 12:00:00,11,"Saturday",12,2
2013-03-02 13:00:00,8,"Saturday",13,2
2013-03-02 14:00:00,11,"Saturday",14,2
2013-03-02 15:00:00,12,"Saturday",15,2
2013-03-02 16:00:00,15,"Saturday",16,2
2013-03-02 17:00:00,19,"Saturday",17,2
2013-03-02 18:00:00,15,"Saturday",18,2
2013-03-02 19:00:00,10,"Saturday",19,2
2013-03-02 20:00:00,14,"Saturday",20,2
2013-03-02 21:00:00,7,"Saturday",21,2
2013-03-02 22:00:00,9,"Saturday",22,2
2013-03-02 23:00:00,5,"Saturday",23,2
2013-03-03 00:00:00,12,"Sunday",0,3
2013-03-03 01:00:00,8,"Sunday",1,3
2013-03-03 02:00:00,7,"Sunday",2,3
2013-03-03 03:00:00,5,"Sunday",3,3
2013-03-03 04:00:00,4,"Sunday",4,3
2013-03-03 05:00:00,9,"Sunday",5,3
2013-03-03 06:00:00,4,"Sunday",6,3
2013-03-03 07:00:00,4,"Sunday",7,3
2013-03-03 08:00:00,8,"Sunday",8,3
2013-03-03 09:00:00,15,"Sunday",9,3
2013-03-03 10:00:00,16,"Sunday",10,3
2013-03-03 11:00:00,18,"Sunday",11,3
2013-03-03 12:00:00,17,"Sunday",12,3
2013-03-03 13:00:00,19,"Sunday",13,3
2013-03-03 14:00:00,16,"Sunday",14,3
2013-03-03 15:00:00,14,"Sunday",15,3
2013-03-03 16:00:00,14,"Sunday",16,3
2013-03-03 17:00:00,12,"Sunday",17,3
2013-03-03 18:00:00,11,"Sunday",18,3
2013-03-03 19:00:00,14,"Sunday",19,3
2013-03-03 20:00:00,12,"Sunday",20,3
2013-03-03 21:00:00,10,"Sunday",21,3
2013-03-03 22:00:00,4,"Sunday",22,3
2013-03-03 23:00:00,4,"Sunday",23,3
2013-03-04 00:00:00,4,"Monday",0,4
2013-03-04 01:00:00,5,"Monday",1,4
2013-03-04 02:00:00,5,"Monday",2,4
2013-03-04 03:00:00,4,"Monday",3,4
2013-03-04 04:00:00,5,"Monday",4,4
2013-03-04 05:00:00,7,"Monday",5,4
2013-03-04 06:00:00,5,"Monday",6,4
2013-03-04 07:00:00,4,"Monday",7,4
2013-03-04 08:00:00,10,"Monday",8,4
2013-03-04 09:00:00,17,"Monday",9,4
2013-03-04 10:00:00,18,"Monday",10,4
2013-03-04 11:00:00,23,"Monday",11,4
2013-03-04 12:00:00,20,"Monday",12,4
2013-03-04 13:00:00,15,"Monday",13,4
2013-03-04 14:00:00,16,"Monday",14,4
2013-03-04 15:00:00,15,"Monday",15,4
2013-03-04 16:00:00,16,"Monday",16,4
2013-03-04 17:00:00,16,"Monday",17,4
2013-03-04 18:00:00,13,"Monday",18,4
2013-03-04 19:00:00,17,"Monday",19,4
2013-03-04 20:00:00,13,"Monday",20,4
2013-03-04 21:00:00,10,"Monday",21,4
2013-03-04 22:00:00,6,"Monday",22,4
2013-03-04 23:00:00,4,"Monday",23,4
2013-03-05 00:00:00,5,"Tuesday",0,5
2013-03-05 01:00:00,6,"Tuesday",1,5
2013-03-05 02:00:00,3,"Tuesday",2,5
2013-03-05 03:00:00,2,"Tuesday",3,5
2013-03-05 04:00:00,2,"Tuesday",4,5
2013-03-05 05:00:00,4,"Tuesday",5,5
2013-03-05 06:00:00,3,"Tuesday",6,5
2013-03-05 07:00:00,4,"Tuesday",7,5
2013-03-05 08:00:00,3,"Tuesday",8,5
2013-03-05 09:00:00,6,"Tuesday",9,5
2013-03-05 10:00:00,8,"Tuesday",10,5
2013-03-05 11:00:00,12,"Tuesday",11,5
2013-03-05 12:00:00,11,"Tuesday",12,5
2013-03-05 13:00:00,14,"Tuesday",13,5
2013-03-05 14:00:00,13,"Tuesday",14,5
2013-03-05 15:00:00,15,"Tuesday",15,5
2013-03-05 16:00:00,14,"Tuesday",16,5
2013-03-05 17:00:00,11,"Tuesday",17,5
2013-03-05 18:00:00,8,"Tuesday",18,5
2013-03-05 19:00:00,9,"Tuesday",19,5
2013-03-05 20:00:00,13,"Tuesday",20,5
2013-03-05 21:00:00,9,"Tuesday",21,5
2013-03-05 22:00:00,6,"Tuesday",22,5
2013-03-05 23:00:00,6,"Tuesday",23,5
2013-03-06 00:00:00,5,"Wednesday",0,6
2013-03-06 01:00:00,5,"Wednesday",1,6
2013-03-06 02:00:00,4,"Wednesday",2,6
2013-03-06 03:00:00,4,"Wednesday",3,6
2013-03-06 04:00:00,3,"Wednesday",4,6
2013-03-06 05:00:00,2,"Wednesday",5,6
2013-03-06 06:00:00,2,"Wednesday",6,6
2013-03-06 07:00:00,2,"Wednesday",7,6
2013-03-06 08:00:00,5,"Wednesday",8,6
2013-03-06 09:00:00,8,"Wednesday",9,6
2013-03-06 10:00:00,13,"Wednesday",10,6
2013-03-06 11:00:00,17,"Wednesday",11,6
2013-03-06 12:00:00,16,"Wednesday",12,6
2013-03-06 13:00:00,17,"Wednesday",13,6
2013-03-06 14:00:00,13,"Wednesday",14,6
2013-03-06 15:00:00,12,"Wednesday",15,6
2013-03-06 16:00:00,16,"Wednesday",16,6
2013-03-06 17:00:00,17,"Wednesday",17,6
2013-03-06 18:00:00,14,"Wednesday",18,6
2013-03-06 19:00:00,11,"Wednesday",19,6
2013-03-06 20:00:00,7,"Wednesday",20,6
2013-03-06 21:00:00,6,"Wednesday",21,6
2013-03-06 22:00:00,5,"Wednesday",22,6
2013-03-06 23:00:00,6,"Wednesday",23,6
2013-03-07 00:00:00,7,"Thursday",0,7
2013-03-07 01:00:00,6,"Thursday",1,7
2013-03-07 02:00:00,6,"Thursday",2,7
2013-03-07 03:00:00,4,"Thursday",3,7
2013-03-07 04:00:00,2,"Thursday",4,7
2013-03-07 05:00:00,1,"Thursday",5,7
2013-03-07 06:00:00,1,"Thursday",6,7
2013-03-07 07:00:00,3,"Thursday",7,7
2013-03-07 08:00:00,4,"Thursday",8,7
2013-03-07 09:00:00,4,"Thursday",9,7
2013-03-07 10:00:00,7,"Thursday",10,7
2013-03-07 11:00:00,7,"Thursday",11,7
2013-03-07 12:00:00,6,"Thursday",12,7
2013-03-07 13:00:00,7,"Thursday",13,7
2013-03-07 14:00:00,7,"Thursday",14,7
2013-03-07 15:00:00,9,"Thursday",15,7
2013-03-07 16:00:00,13,"Thursday",16,7
2013-03-07 17:00:00,13,"Thursday",17,7
2013-03-07 18:00:00,13,"Thursday",18,7
2013-03-07 19:00:00,7,"Thursday",19,7
2013-03-07 20:00:00,8,"Thursday",20,7
2013-03-07 21:00:00,10,"Thursday",21,7
2013-03-07 22:00:00,6,"Thursday",22,7
2013-03-07 23:00:00,3,"Thursday",23,7
2013-03-08 00:00:00,5,"Friday",0,8
2013-03-08 01:00:00,4,"Friday",1,8
2013-03-08 02:00:00,7,"Friday",2,8
2013-03-08 03:00:00,7,"Friday",3,8
2013-03-08 04:00:00,5,"Friday",4,8
2013-03-08 05:00:00,4,"Friday",5,8
2013-03-08 06:00:00,2,"Friday",6,8
2013-03-08 07:00:00,5,"Friday",7,8
2013-03-08 08:00:00,5,"Friday",8,8
2013-03-08 09:00:00,10,"Friday",9,8
2013-03-08 10:00:00,8,"Friday",10,8
2013-03-08 11:00:00,7,"Friday",11,8
2013-03-08 12:00:00,12,"Friday",12,8
2013-03-08 13:00:00,14,"Friday",13,8
2013-03-08 14:00:00,8,"Friday",14,8
2013-03-08 15:00:00,13,"Friday",15,8
2013-03-08 16:00:00,15,"Friday",16,8
2013-03-08 17:00:00,17,"Friday",17,8
2013-03-08 18:00:00,14,"Friday",18,8
2013-03-08 19:00:00,12,"Friday",19,8
2013-03-08 20:00:00,13,"Friday",20,8
2013-03-08 21:00:00,8,"Friday",21,8
2013-03-08 22:00:00,6,"Friday",22,8
2013-03-08 23:00:00,6,"Friday",23,8
2013-03-09 00:00:00,4,"Saturday",0,9
2013-03-09 01:00:00,3,"Saturday",1,9
2013-03-09 02:00:00,2,"Saturday",2,9
2013-03-09 03:00:00,2,"Saturday",3,9
2013-03-09 04:00:00,1,"Saturday",4,9
2013-03-09 05:00:00,1,"Saturday",5,9
2013-03-09 06:00:00,3,"Saturday",6,9
2013-03-09 07:00:00,2,"Saturday",7,9
2013-03-09 08:00:00,2,"Saturday",8,9
2013-03-09 09:00:00,3,"Saturday",9,9
2013-03-09 10:00:00,6,"Saturday",10,9
2013-03-09 11:00:00,7,"Saturday",11,9
2013-03-09 12:00:00,9,"Saturday",12,9
2013-03-09 13:00:00,9,"Saturday",13,9
2013-03-09 14:00:00,6,"Saturday",14,9
2013-03-09 15:00:00,11,"Saturday",15,9
2013-03-09 16:00:00,13,"Saturday",16,9
2013-03-09 17:00:00,14,"Saturday",17,9
2013-03-09 18:00:00,8,"Saturday",18,9
2013-03-09 19:00:00,10,"Saturday",19,9
2013-03-09 20:00:00,10,"Saturday",20,9
2013-03-09 21:00:00,10,"Saturday",21,9
2013-03-09 22:00:00,6,"Saturday",22,9
2013-03-09 23:00:00,3,"Saturday",23,9
2013-03-10 00:00:00,3,"Sunday",0,10
2013-03-10 01:00:00,3,"Sunday",1,10
2013-03-10 03:00:00,2,"Sunday",3,10
2013-03-10 04:00:00,2,"Sunday",4,10
2013-03-10 05:00:00,2,"Sunday",5,10
2013-03-10 06:00:00,2,"Sunday",6,10
2013-03-10 07:00:00,3,"Sunday",7,10
2013-03-10 08:00:00,2,"Sunday",8,10
2013-03-10 09:00:00,2,"Sunday",9,10
2013-03-10 10:00:00,4,"Sunday",10,10
2013-03-10 11:00:00,6,"Sunday",11,10
2013-03-10 12:00:00,6,"Sunday",12,10
2013-03-10 13:00:00,5,"Sunday",13,10
2013-03-10 14:00:00,5,"Sunday",14,10
2013-03-10 15:00:00,8,"Sunday",15,10
2013-03-10 16:00:00,10,"Sunday",16,10
2013-03-10 17:00:00,10,"Sunday",17,10
2013-03-10 18:00:00,10,"Sunday",18,10
2013-03-10 19:00:00,9,"Sunday",19,10
2013-03-10 20:00:00,8,"Sunday",20,10
2013-03-10 21:00:00,7,"Sunday",21,10
2013-03-10 22:00:00,6,"Sunday",22,10
2013-03-10 23:00:00,2,"Sunday",23,10
2013-03-11 00:00:00,1,"Monday",0,11
2013-03-11 01:00:00,2,"Monday",1,11
2013-03-11 02:00:00,2,"Monday",2,11
2013-03-11 03:00:00,4,"Monday",3,11
2013-03-11 04:00:00,4,"Monday",4,11
2013-03-11 05:00:00,3,"Monday",5,11
2013-03-11 06:00:00,2,"Monday",6,11
2013-03-11 07:00:00,2,"Monday",7,11
2013-03-11 08:00:00,2,"Monday",8,11
2013-03-11 09:00:00,8,"Monday",9,11
2013-03-11 10:00:00,7,"Monday",10,11
2013-03-11 11:00:00,4,"Monday",11,11
2013-03-11 12:00:00,6,"Monday",12,11
2013-03-11 13:00:00,8,"Monday",13,11
2013-03-11 14:00:00,11,"Monday",14,11
2013-03-11 15:00:00,9,"Monday",15,11
2013-03-11 16:00:00,9,"Monday",16,11
2013-03-11 17:00:00,9,"Monday",17,11
2013-03-11 18:00:00,10,"Monday",18,11
2013-03-11 19:00:00,13,"Monday",19,11
2013-03-11 20:00:00,18,"Monday",20,11
2013-03-11 21:00:00,15,"Monday",21,11
2013-03-11 22:00:00,13,"Monday",22,11
2013-03-11 23:00:00,12,"Monday",23,11
2013-03-12 00:00:00,4,"Tuesday",0,12
2013-03-12 01:00:00,2,"Tuesday",1,12
2013-03-12 02:00:00,2,"Tuesday",2,12
2013-03-12 03:00:00,1,"Tuesday",3,12
2013-03-12 04:00:00,1,"Tuesday",4,12
2013-03-12 05:00:00,1,"Tuesday",5,12
2013-03-12 06:00:00,2,"Tuesday",6,12
2013-03-12 07:00:00,3,"Tuesday",7,12
2013-03-12 08:00:00,4,"Tuesday",8,12
2013-03-12 09:00:00,5,"Tuesday",9,12
2013-03-12 10:00:00,3,"Tuesday",10,12
2013-03-12 11:00:00,3,"Tuesday",11,12
2013-03-12 12:00:00,2,"Tuesday",12,12
2013-03-12 13:00:00,5,"Tuesday",13,12
2013-03-12 14:00:00,11,"Tuesday",14,12
2013-03-12 15:00:00,9,"Tuesday",15,12
2013-03-12 16:00:00,16,"Tuesday",16,12
2013-03-12 17:00:00,12,"Tuesday",17,12
2013-03-12 18:00:00,18,"Tuesday",18,12
2013-03-12 19:00:00,13,"Tuesday",19,12
2013-03-12 20:00:00,12,"Tuesday",20,12
2013-03-12 21:00:00,9,"Tuesday",21,12
2013-03-12 22:00:00,6,"Tuesday",22,12
2013-03-12 23:00:00,7,"Tuesday",23,12
2013-03-13 00:00:00,7,"Wednesday",0,13
2013-03-13 01:00:00,7,"Wednesday",1,13
2013-03-13 02:00:00,7,"Wednesday",2,13
2013-03-13 03:00:00,7,"Wednesday",3,13
2013-03-13 04:00:00,3,"Wednesday",4,13
2013-03-13 05:00:00,4,"Wednesday",5,13
2013-03-13 06:00:00,3,"Wednesday",6,13
2013-03-13 07:00:00,4,"Wednesday",7,13
2013-03-13 08:00:00,5,"Wednesday",8,13
2013-03-13 09:00:00,6,"Wednesday",9,13
2013-03-13 10:00:00,3,"Wednesday",10,13
2013-03-13 11:00:00,5,"Wednesday",11,13
2013-03-13 12:00:00,4,"Wednesday",12,13
2013-03-13 13:00:00,5,"Wednesday",13,13
2013-03-13 14:00:00,1,"Wednesday",14,13
2013-03-13 15:00:00,5,"Wednesday",15,13
2013-03-13 16:00:00,5,"Wednesday",16,13
2013-03-13 17:00:00,9,"Wednesday",17,13
2013-03-13 18:00:00,5,"Wednesday",18,13
2013-03-13 19:00:00,9,"Wednesday",19,13
2013-03-13 20:00:00,13,"Wednesday",20,13
2013-03-13 21:00:00,14,"Wednesday",21,13
2013-03-13 22:00:00,11,"Wednesday",22,13
2013-03-13 23:00:00,14,"Wednesday",23,13
2013-03-14 00:00:00,3,"Thursday",0,14
2013-03-14 01:00:00,2,"Thursday",1,14
2013-03-14 02:00:00,3,"Thursday",2,14
2013-03-14 03:00:00,4,"Thursday",3,14
2013-03-14 04:00:00,6,"Thursday",4,14
2013-03-14 05:00:00,4,"Thursday",5,14
2013-03-14 06:00:00,1,"Thursday",6,14
2013-03-14 07:00:00,2,"Thursday",7,14
2013-03-14 08:00:00,3,"Thursday",8,14
2013-03-14 09:00:00,5,"Thursday",9,14
2013-03-14 10:00:00,5,"Thursday",10,14
2013-03-14 11:00:00,7,"Thursday",11,14
2013-03-14 12:00:00,7,"Thursday",12,14
2013-03-14 13:00:00,7,"Thursday",13,14
2013-03-14 14:00:00,6,"Thursday",14,14
2013-03-14 15:00:00,9,"Thursday",15,14
2013-03-14 16:00:00,9,"Thursday",16,14
2013-03-14 17:00:00,8,"Thursday",17,14
2013-03-14 18:00:00,8,"Thursday",18,14
2013-03-14 19:00:00,10,"Thursday",19,14
2013-03-14 20:00:00,12,"Thursday",20,14
2013-03-14 21:00:00,7,"Thursday",21,14
2013-03-14 22:00:00,11,"Thursday",22,14
2013-03-14 23:00:00,9,"Thursday",23,14
2013-03-15 00:00:00,11,"Friday",0,15
2013-03-15 01:00:00,10,"Friday",1,15
2013-03-15 02:00:00,6,"Friday",2,15
2013-03-15 03:00:00,3,"Friday",3,15
2013-03-15 04:00:00,3,"Friday",4,15
2013-03-15 05:00:00,2,"Friday",5,15
2013-03-15 06:00:00,5,"Friday",6,15
2013-03-15 07:00:00,4,"Friday",7,15
2013-03-15 08:00:00,2,"Friday",8,15
2013-03-15 09:00:00,3,"Friday",9,15
2013-03-15 10:00:00,5,"Friday",10,15
2013-03-15 11:00:00,7,"Friday",11,15
2013-03-15 12:00:00,7,"Friday",12,15
2013-03-15 13:00:00,15,"Friday",13,15
2013-03-15 14:00:00,16,"Friday",14,15
2013-03-15 15:00:00,12,"Friday",15,15
2013-03-15 16:00:00,14,"Friday",16,15
2013-03-15 17:00:00,13,"Friday",17,15
2013-03-15 18:00:00,13,"Friday",18,15
2013-03-15 19:00:00,9,"Friday",19,15
2013-03-15 20:00:00,13,"Friday",20,15
2013-03-15 21:00:00,12,"Friday",21,15
2013-03-15 22:00:00,14,"Friday",22,15
2013-03-15 23:00:00,12,"Friday",23,15
2013-03-16 00:00:00,8,"Saturday",0,16
2013-03-16 01:00:00,6,"Saturday",1,16
2013-03-16 02:00:00,6,"Saturday",2,16
2013-03-16 03:00:00,5,"Saturday",3,16
2013-03-16 04:00:00,5,"Saturday",4,16
2013-03-16 05:00:00,4,"Saturday",5,16
2013-03-16 06:00:00,6,"Saturday",6,16
2013-03-16 07:00:00,6,"Saturday",7,16
2013-03-16 08:00:00,4,"Saturday",8,16
2013-03-16 09:00:00,8,"Saturday",9,16
2013-03-16 10:00:00,8,"Saturday",10,16
2013-03-16 11:00:00,9,"Saturday",11,16
2013-03-16 12:00:00,10,"Saturday",12,16
2013-03-16 13:00:00,12,"Saturday",13,16
2013-03-16 14:00:00,19,"Saturday",14,16
2013-03-16 15:00:00,11,"Saturday",15,16
2013-03-16 16:00:00,10,"Saturday",16,16
2013-03-16 17:00:00,6,"Saturday",17,16
2013-03-16 18:00:00,4,"Saturday",18,16
2013-03-16 19:00:00,8,"Saturday",19,16
2013-03-16 20:00:00,11,"Saturday",20,16
2013-03-16 21:00:00,10,"Saturday",21,16
2013-03-16 22:00:00,12,"Saturday",22,16
2013-03-16 23:00:00,18,"Saturday",23,16
2013-03-17 00:00:00,15,"Sunday",0,17
2013-03-17 01:00:00,8,"Sunday",1,17
2013-03-17 02:00:00,6,"Sunday",2,17
2013-03-17 03:00:00,6,"Sunday",3,17
2013-03-17 04:00:00,7,"Sunday",4,17
2013-03-17 05:00:00,4,"Sunday",5,17
2013-03-17 06:00:00,4,"Sunday",6,17
2013-03-17 07:00:00,4,"Sunday",7,17
2013-03-17 08:00:00,2,"Sunday",8,17
2013-03-17 09:00:00,3,"Sunday",9,17
2013-03-17 10:00:00,5,"Sunday",10,17
2013-03-17 11:00:00,6,"Sunday",11,17
2013-03-17 12:00:00,8,"Sunday",12,17
2013-03-17 13:00:00,11,"Sunday",13,17
2013-03-17 14:00:00,7,"Sunday",14,17
2013-03-17 15:00:00,7,"Sunday",15,17
2013-03-17 16:00:00,9,"Sunday",16,17
2013-03-17 17:00:00,9,"Sunday",17,17
2013-03-17 18:00:00,9,"Sunday",18,17
2013-03-17 19:00:00,6,"Sunday",19,17
2013-03-17 20:00:00,6,"Sunday",20,17
2013-03-17 21:00:00,9,"Sunday",21,17
2013-03-17 22:00:00,9,"Sunday",22,17
2013-03-17 23:00:00,7,"Sunday",23,17
2013-03-18 00:00:00,5,"Monday",0,18
2013-03-18 01:00:00,7,"Monday",1,18
2013-03-18 02:00:00,5,"Monday",2,18
2013-03-18 03:00:00,2,"Monday",3,18
2013-03-18 04:00:00,2,"Monday",4,18
2013-03-18 05:00:00,4,"Monday",5,18
2013-03-18 06:00:00,5,"Monday",6,18
2013-03-18 07:00:00,5,"Monday",7,18
2013-03-18 08:00:00,6,"Monday",8,18
2013-03-18 09:00:00,8,"Monday",9,18
2013-03-18 10:00:00,10,"Monday",10,18
2013-03-18 11:00:00,10,"Monday",11,18
2013-03-18 12:00:00,11,"Monday",12,18
2013-03-18 13:00:00,8,"Monday",13,18
2013-03-18 14:00:00,4,"Monday",14,18
2013-03-18 15:00:00,3,"Monday",15,18
2013-03-18 16:00:00,7,"Monday",16,18
2013-03-18 17:00:00,9,"Monday",17,18
2013-03-18 18:00:00,4,"Monday",18,18
2013-03-18 19:00:00,5,"Monday",19,18
2013-03-18 20:00:00,2,"Monday",20,18
2013-03-18 21:00:00,4,"Monday",21,18
2013-03-18 22:00:00,3,"Monday",22,18
2013-03-18 23:00:00,4,"Monday",23,18
2013-03-19 00:00:00,3,"Tuesday",0,19
2013-03-19 01:00:00,3,"Tuesday",1,19
2013-03-19 02:00:00,2,"Tuesday",2,19
2013-03-19 03:00:00,2,"Tuesday",3,19
2013-03-19 04:00:00,2,"Tuesday",4,19
2013-03-19 05:00:00,2,"Tuesday",5,19
2013-03-19 06:00:00,2,"Tuesday",6,19
2013-03-19 07:00:00,1,"Tuesday",7,19
2013-03-19 08:00:00,3,"Tuesday",8,19
2013-03-19 09:00:00,7,"Tuesday",9,19
2013-03-19 10:00:00,6,"Tuesday",10,19
2013-03-19 11:00:00,8,"Tuesday",11,19
2013-03-19 12:00:00,6,"Tuesday",12,19
2013-03-19 13:00:00,6,"Tuesday",13,19
2013-03-19 14:00:00,8,"Tuesday",14,19
2013-03-19 15:00:00,9,"Tuesday",15,19
2013-03-19 16:00:00,7,"Tuesday",16,19
2013-03-19 17:00:00,4,"Tuesday",17,19
2013-03-19 18:00:00,6,"Tuesday",18,19
2013-03-19 19:00:00,7,"Tuesday",19,19
2013-03-19 20:00:00,8,"Tuesday",20,19
2013-03-19 21:00:00,9,"Tuesday",21,19
2013-03-19 22:00:00,9,"Tuesday",22,19
2013-03-19 23:00:00,8,"Tuesday",23,19
2013-03-20 00:00:00,8,"Wednesday",0,20
2013-03-20 01:00:00,5,"Wednesday",1,20
2013-03-20 02:00:00,4,"Wednesday",2,20
2013-03-20 03:00:00,4,"Wednesday",3,20
2013-03-20 04:00:00,4,"Wednesday",4,20
2013-03-20 05:00:00,3,"Wednesday",5,20
2013-03-20 06:00:00,3,"Wednesday",6,20
2013-03-20 07:00:00,4,"Wednesday",7,20
2013-03-20 08:00:00,6,"Wednesday",8,20
2013-03-20 09:00:00,4,"Wednesday",9,20
2013-03-20 10:00:00,6,"Wednesday",10,20
2013-03-20 11:00:00,7,"Wednesday",11,20
2013-03-20 12:00:00,13,"Wednesday",12,20
2013-03-20 13:00:00,12,"Wednesday",13,20
2013-03-20 14:00:00,12,"Wednesday",14,20
2013-03-20 15:00:00,10,"Wednesday",15,20
2013-03-20 16:00:00,7,"Wednesday",16,20
2013-03-20 17:00:00,8,"Wednesday",17,20
2013-03-20 18:00:00,11,"Wednesday",18,20
2013-03-20 19:00:00,15,"Wednesday",19,20
2013-03-20 20:00:00,15,"Wednesday",20,20
2013-03-20 21:00:00,7,"Wednesday",21,20
2013-03-20 22:00:00,4,"Wednesday",22,20
2013-03-20 23:00:00,5,"Wednesday",23,20
2013-03-21 00:00:00,4,"Thursday",0,21
2013-03-21 01:00:00,6,"Thursday",1,21
2013-03-21 02:00:00,3,"Thursday",2,21
2013-03-21 03:00:00,2,"Thursday",3,21
2013-03-21 04:00:00,3,"Thursday",4,21
2013-03-21 05:00:00,4,"Thursday",5,21
2013-03-21 06:00:00,2,"Thursday",6,21
2013-03-21 07:00:00,3,"Thursday",7,21
2013-03-21 08:00:00,4,"Thursday",8,21
2013-03-21 09:00:00,7,"Thursday",9,21
2013-03-21 10:00:00,6,"Thursday",10,21
2013-03-21 11:00:00,8,"Thursday",11,21
2013-03-21 12:00:00,7,"Thursday",12,21
2013-03-21 13:00:00,7,"Thursday",13,21
2013-03-21 14:00:00,11,"Thursday",14,21
2013-03-21 15:00:00,8,"Thursday",15,21
2013-03-21 16:00:00,10,"Thursday",16,21
2013-03-21 17:00:00,14,"Thursday",17,21
2013-03-21 18:00:00,15,"Thursday",18,21
2013-03-21 19:00:00,12,"Thursday",19,21
2013-03-21 20:00:00,8,"Thursday",20,21
2013-03-21 21:00:00,6,"Thursday",21,21
2013-03-21 22:00:00,10,"Thursday",22,21
2013-03-21 23:00:00,5,"Thursday",23,21
2013-03-22 00:00:00,1,"Friday",0,22
2013-03-22 01:00:00,4,"Friday",1,22
2013-03-22 02:00:00,6,"Friday",2,22
2013-03-22 03:00:00,2,"Friday",3,22
2013-03-22 04:00:00,1,"Friday",4,22
2013-03-22 05:00:00,3,"Friday",5,22
2013-03-22 06:00:00,2,"Friday",6,22
2013-03-22 07:00:00,2,"Friday",7,22
2013-03-22 08:00:00,3,"Friday",8,22
